Unnamed: 0,id,scrape_id,last_scraped,source,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9600,7.93237e+17,20200000000000.0,15/12/24,city scrape,10509773,2013-08-12,within an hour,100%,100%,t,11,t,t,Matosinhos e Leça da Palmeira,41.18029,-8.69138,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,"[""Coffee maker: Nespresso"", ""Baby bath"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Toaster"", ""Radiant heating"", ""Dedicated workspace"", ""Cleaning products"", ""Microwave"", ""Dishwasher"", ""Sound system"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Children\u2019s dinnerware"", ""Hangers"", ""Private entrance"", ""Wifi"", ""Clothing storage: closet"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Hot water kettle"", ""Stainless steel electric stove"", ""Blender"", ""Castelbel Porto conditioner"", ""Drying rack for clothing"", ""Wine glasses"", ""Laundromat nearby"", ""City skyline view"", ""Long term stays allowed"", ""Beach access \u2013 Beachfront"", ""Essentials"", ""Standalone high chair - always at the listing"", ""Baking sheet"", ""TV"", ""Freezer"", ""Paid street parking off premises"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Castelbel Porto body soap"", ""Shower gel"", ""Outdoor furniture"", ""Cleaning available during stay"", ""Coffee"", ""Free washer \u2013 In unit"", ""Babysitter recommendations"", ""Bed linens"", ""Castelbel Porto shampoo"", ""Safe""]",$124.00,3,1125,25,55,76,329,40,20,0,04/04/23,05/11/24,4.8,4.95,4.93,4.93,4.93,4.78,4.53,134698/AL,t,11,11,0,0,1.93
9800,8.25706e+17,20200000000000.0,15/12/24,city scrape,8228380,2013-08-18,within an hour,100%,100%,f,6,t,t,São Pedro de Castelões,40.83477,-8.4026,Entire home,Entire home/apt,16,6.0,6 baths,5.0,15.0,"[""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Toaster"", ""Induction stove"", ""Outdoor kitchen"", ""Dedicated workspace"", ""Vineyard view"", ""Cleaning products"", ""Coffee maker: drip coffee maker, espresso machine"", ""Barbecue utensils"", ""Garden view"", ""Sun loungers"", ""Microwave"", ""Dishwasher"", ""Building staff"", ""Central heating"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""BBQ grill"", ""Hangers"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Private entrance"", ""Wifi"", ""Valley view"", ""Clothing storage: closet"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Outdoor shower"", ""Hot water kettle"", ""Private pool - available all year, open 24 hours, saltwater"", ""Self check-in"", ""Wine glasses"", ""Beach essentials"", ""Long term stays allowed"", ""City skyline view"", ""Mountain view"", ""Bed linens"", ""Essentials"", ""Free parking on premises"", ""Park view"", ""Baking sheet"", ""Central air conditioning"", ""Freezer"", ""Branca refrigerator"", ""Branca shampoo"", ""Dining table"", ""Courtyard view"", ""Pets allowed"", ""Extra pillows and blankets"", ""HDTV"", ""Private patio or balcony"", ""Branca body soap"", ""Children\u2019s books and toys"", ""Shower gel"", ""River view"", ""Outdoor furniture"", ""Coffee"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Pool view"", ""Safe""]",$669.00,1,365,28,58,88,348,1,1,0,17/08/24,17/08/24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,123392/AL,t,5,5,0,0,0.25
10000,8.47747e+17,20200000000000.0,15/12/24,city scrape,505497612,2023-03-15,within an hour,94%,98%,,154,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1446281,-8.6095535,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Room-darkening shades"", ""Electric stove"", ""Toaster"", ""Shampoo"", ""Ethernet connection"", ""Free street parking"", ""Microwave"", ""Body soap"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Private entrance"", ""Wifi"", ""Kitchen"", ""Self check-in"", ""Smart lock"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Kayak"", ""TV"", ""Paid parking garage off premises"", ""Air conditioning"", ""Freezer"", ""Shower gel"", ""Cleaning available during stay"", ""Bed linens""]",$56.00,1,14,27,57,87,362,23,18,6,16/04/23,04/12/24,4.78,4.74,4.7,4.83,4.83,4.57,4.65,123718/AL,t,17,10,7,0,1.13
10200,8.69715e+17,20200000000000.0,15/12/24,city scrape,75433361,2016-02-06,within an hour,100%,100%,t,14,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1465881,-8.6122432,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Coffee maker: Nespresso"", ""Refrigerator"", ""Toaster"", ""Shampoo"", ""Microwave"", ""Clothing storage"", ""Elevator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hot water"", ""Wifi"", ""Paid parking lot off premises"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Baking sheet"", ""TV"", ""Air conditioning"", ""Dining table"", ""Shower gel"", ""Bed linens""]",$49.00,2,60,15,42,65,297,78,61,3,14/05/23,27/11/24,4.91,4.96,4.91,4.94,4.87,4.99,4.92,90067/AL,t,10,7,3,0,4.02
10400,8.92605e+17,20200000000000.0,15/12/24,previous scrape,419778770,2021-08-23,within an hour,100%,100%,f,4,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15037056,-8.609515358,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Refrigerator"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Toaster"", ""Shampoo"", ""Microwave"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Stove"", ""Hot water"", ""Portable heater"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water kettle"", ""Laundromat nearby"", ""Wine glasses"", ""Long term stays allowed"", ""Clothing storage: dresser"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dining table"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Paid parking lot on premises \u2013 2 spaces"", ""Crib - available upon request"", ""Shower gel"", ""Cleaning available during stay"", ""Coffee"", ""Bed linens"", ""Portable air conditioning""]",,2,90,30,60,90,358,0,0,0,,,,,,,,,,111261/AL,f,4,4,0,0,
10600,9.14989e+17,20200000000000.0,15/12/24,city scrape,51244067,2015-12-13,within an hour,100%,100%,f,2,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1527274,-8.612095161,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Toaster"", ""Urtekram Nordic Beauty shampoo"", ""Dedicated workspace"", ""Cleaning products"", ""Siemens induction stove"", ""Piano"", ""Bosch refrigerator"", ""Barbecue utensils"", ""Garden view"", ""Shared beach access"", ""Elevator"", ""Hair dryer"", ""Books and reading material"", ""Fire extinguisher"", ""First aid kit"", ""Dishes and silverware"", ""Hot water"", ""Portable heater"", ""Host greets you"", ""Hangers"", ""Luggage dropoff allowed"", ""Clothing storage: closet, wardrobe, and dresser"", ""Private entrance"", ""Wifi"", ""Single level home"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water kettle"", ""Laundromat nearby"", ""Wine glasses"", ""Long term stays allowed"", ""City skyline view"", ""Private BBQ grill: charcoal"", ""Essentials"", ""Free parking on premises"", ""Urtekram nordic beauty body soap"", ""Coffee maker: drip coffee maker, french press"", ""Paid parking on premises"", ""Paid street parking off premises"", ""Portable fans"", ""Dining table"", ""Courtyard view"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Shower gel"", ""Outdoor furniture"", ""Cleaning available during stay"", ""Coffee"", ""Outdoor dining area"", ""Bed linens"", ""Portable air conditioning""]",$150.00,3,365,30,60,90,360,7,5,0,08/09/23,17/10/24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,141862/AL,t,2,2,0,0,0.45
10800,9.29589e+17,20200000000000.0,14/12/24,city scrape,114171610,2017-01-31,within an hour,100%,100%,t,6,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1602788,-8.6053323,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Paid parking off premises"", ""Refrigerator"", ""Room-darkening shades"", ""Toaster"", ""Patio or balcony"", ""Shampoo"", ""Dedicated workspace"", ""Cleaning products"", ""Garden view"", ""Free street parking"", ""Microwave"", ""Body soap"", ""Clothing storage"", ""Hair dryer"", ""Books and reading material"", ""Fire extinguisher"", ""First aid kit"", ""Dishes and silverware"", ""Hot water"", ""Otro electric stove"", ""Hangers"", ""AC - split type ductless system"", ""Private entrance"", ""Wifi"", ""Keypad"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Oven"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Blender"", ""Self check-in"", ""Wine glasses"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Coffee maker: espresso machine"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""TV"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Freezer"", ""Dining table"", ""Courtyard view"", ""Extra pillows and blankets"", ""Shower gel"", ""Outdoor furniture"", ""Coffee"", ""Bed linens"", ""Safe""]",$44.00,1,365,16,46,76,94,184,134,5,13/07/23,01/12/24,4.99,4.98,4.99,4.98,4.99,4.95,4.96,77201/AL,t,5,4,1,0,10.6
11000,9.47958e+17,20200000000000.0,15/12/24,city scrape,37066714,2015-06-29,within an hour,98%,100%,f,98,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15104,-8.61786,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Paid parking off premises"", ""Refrigerator"", ""Toaster"", ""Patio or balcony"", ""Shampoo"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""Dryer"", ""Hangers"", ""Wifi"", ""Single level home"", ""Coffee maker"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Hot water kettle"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Air conditioning"", ""Freezer"", ""Extra pillows and blankets"", ""Bed linens""]",$45.00,1,1125,10,24,50,320,24,11,0,08/08/23,01/11/24,4.79,4.96,4.96,4.42,4.54,4.88,4.79,144967/AL,t,48,46,2,0,1.45
11200,9.68822e+17,20200000000000.0,15/12/24,city scrape,531035083,2023-10-08,within an hour,100%,100%,t,7,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1504063,-8.6225329,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Room-darkening shades"", ""Induction stove"", ""Shampoo"", ""Shared patio or balcony"", ""Sun loungers"", ""Microwave"", ""Central heating"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Clothing storage: closet"", ""Cooking basics"", ""Crib"", ""Kitchen"", ""Hot water kettle"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Self check-in"", ""Wine glasses"", ""Long term stays allowed"", ""Smart lock"", ""Smoke alarm"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""Central air conditioning"", ""Mini fridge"", ""TV"", ""Paid street parking off premises"", ""Dining table"", ""Courtyard view"", ""Extra pillows and blankets"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Shower gel"", ""Outdoor furniture"", ""Bed linens""]",$135.00,2,31,24,44,71,346,2,2,0,21/04/24,23/09/24,4.5,5.0,5.0,5.0,5.0,5.0,5.0,145395/AL,t,7,7,0,0,0.25
11400,9.95025e+17,20200000000000.0,15/12/24,city scrape,385334562,2021-01-20,within an hour,100%,79%,t,1,t,f,São Mamede de Infesta e Senhora da Hora,41.18641702,-8.655420095,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Cleaning products"", ""Coffee maker: espresso machine, Nespresso"", ""Free street parking"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""Host greets you"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Wine glasses"", ""Long term stays allowed"", ""Single oven"", ""Bathtub"", ""Free parking on premises"", ""TV"", ""Freezer"", ""Free washer"", ""Dining table"", ""Extra pillows and blankets"", ""Coffee""]",$110.00,3,365,25,55,85,262,14,14,0,24/05/24,18/10/24,4.86,4.86,4.79,4.93,4.93,4.71,4.71,2400586,f,1,1,0,0,2.04
11600,1.02453e+18,20200000000000.0,14/12/24,city scrape,489447437,2022-11-28,within an hour,100%,100%,f,3,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16102,-8.63247,Private room in rental unit,Private room,2,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Room-darkening shades"", ""Patio or balcony"", ""Dedicated workspace"", ""Cleaning products"", ""Free street parking"", ""Microwave"", ""Body soap"", ""Clothing storage"", ""Hair dryer"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Oven"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Blender"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Lock on bedroom door"", ""Lockbox"", ""Mini fridge"", ""Freezer"", ""Portable fans"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Outdoor dining area"", ""Bed linens""]",$31.00,1,1125,0,0,0,132,49,49,0,24/02/24,01/11/24,4.59,4.78,4.8,4.86,4.92,4.57,4.63,Exempt,t,3,0,3,0,4.98
11800,1.04793e+18,20200000000000.0,15/12/24,city scrape,551271049,2023-12-16,within an hour,93%,97%,f,5,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.149792,-8.6057889,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Self check-in"", ""Dishes and silverware"", ""City skyline view"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Kitchen""]",$56.00,1,365,25,53,57,57,11,11,0,29/12/23,23/10/24,4.55,4.73,4.82,4.91,4.82,4.55,4.45,40040/AL,t,5,5,0,0,0.93
12000,1.07071e+18,20200000000000.0,15/12/24,city scrape,543084103,2023-10-23,within an hour,100%,98%,f,4,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14427,-8.61204,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Toaster"", ""Shampoo"", ""Dedicated workspace"", ""Microwave"", ""Dishwasher"", ""Hair dryer"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Self check-in"", ""Wine glasses"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Freezer"", ""Baby safety gates"", ""Bed linens""]",$74.00,1,1125,9,24,42,300,59,59,5,29/01/24,12/12/24,4.66,4.78,4.76,4.86,4.81,4.9,4.64,Exempt,t,4,4,0,0,5.5
12200,1.09555e+18,20200000000000.0,15/12/24,city scrape,563016014,2024-02-20,within an hour,100%,98%,t,7,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15055,-8.60512,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""Shampoo"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hangers"", ""Private entrance"", ""Wifi"", ""Coffee maker"", ""Hot water kettle"", ""Backyard"", ""Self check-in"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Bed linens""]",$78.00,1,1125,19,36,59,295,38,38,4,15/04/24,08/12/24,4.89,4.87,4.89,4.95,4.84,4.82,4.84,Exempt,t,7,1,6,0,4.65
12400,1.11582e+18,20200000000000.0,15/12/24,city scrape,100917523,2016-10-23,within an hour,99%,100%,,110,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1450988,-8.6236803,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Toaster"", ""Shared outdoor pool - available all year, open 24 hours"", ""Shampoo"", ""Cleaning products"", ""Coffee maker: espresso machine, Nespresso"", ""Shared patio or balcony"", ""Sun loungers"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Sound system"", ""Hair dryer"", ""Books and reading material"", ""Fire extinguisher"", ""First aid kit"", ""Dishes and silverware"", ""Hot water"", ""Stove"", ""Hangers"", ""Kitchenette"", ""Pocket wifi"", ""Wifi"", ""Clothing storage: closet"", ""Iron"", ""Cooking basics"", ""Hot water kettle"", ""Wine glasses"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""Baking sheet"", ""Mini fridge"", ""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Freezer"", ""Dining table"", ""Extra pillows and blankets"", ""Shower gel"", ""River view"", ""Cleaning available during stay"", ""Coffee"", ""Conditioner"", ""Outdoor dining area"", ""Bed linens""]",$54.00,1,365,23,47,70,101,51,51,7,18/04/24,14/12/24,4.92,4.88,4.84,4.82,4.92,4.92,4.73,62528/AL,t,20,13,7,0,6.32
12600,1.13254e+18,20200000000000.0,15/12/24,city scrape,5000992,2013-07-02,within an hour,97%,88%,f,13,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15731,-8.61016,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Paid parking off premises"", ""Refrigerator"", ""Room-darkening shades"", ""Toaster"", ""Patio or balcony"", ""Shampoo"", ""Dedicated workspace"", ""Cleaning products"", ""Microwave"", ""Body soap"", ""Clothing storage"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Stove"", ""Hot water"", ""Hangers"", ""Private entrance"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Hot water kettle"", ""Kitchen"", ""Exterior security cameras on property"", ""Self check-in"", ""Wine glasses"", ""Long term stays allowed"", ""Smart lock"", ""Heating"", ""TV"", ""Freezer"", ""Portable fans"", ""Pets allowed"", ""Extra pillows and blankets"", ""Shower gel"", ""Cleaning available during stay"", ""Bed linens""]",$27.00,1,365,29,59,89,136,8,8,1,21/04/24,25/11/24,3.25,3.88,3.63,4.63,4.0,4.0,3.38,32609/AL,f,12,12,0,0,1.0
12800,1.15202e+18,20200000000000.0,15/12/24,city scrape,576453060,2024-08-05,within an hour,100%,100%,f,4,t,t,Lordelo do Ouro e Massarelos,41.14698,-8.63228,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Shampoo"", ""Dedicated workspace"", ""Body soap"", ""Hair dryer"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Hot water kettle"", ""Crib"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Paid parking on premises"", ""Air conditioning"", ""Shower gel"", ""Safe""]",$101.00,1,365,23,43,69,93,0,0,0,,,,,,,,,,5136,t,4,0,4,0,
13000,1.16765e+18,20200000000000.0,15/12/24,city scrape,519870028,2023-06-13,within an hour,100%,39%,f,34,t,t,Paranhos,41.16751,-8.58973,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""BBQ grill"", ""Exercise equipment"", ""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Outdoor dining area"", ""Wifi"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Kitchen""]",$52.00,1,365,29,59,89,269,0,0,0,,,,,,,,,,Exempt,f,34,0,6,28,
13200,1.18193e+18,20200000000000.0,15/12/24,city scrape,583844168,2024-06-16,within an hour,100%,100%,f,12,t,f,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1411129,-8.6130933,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Toaster"", ""Shampoo"", ""TV with standard cable"", ""Dedicated workspace"", ""Microwave"", ""Body soap"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Stove"", ""Hangers"", ""Kitchenette"", ""Private entrance"", ""Keypad"", ""Wifi"", ""Coffee maker"", ""Self check-in"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Waterfront"", ""Shower gel"", ""Conditioner"", ""Bed linens""]",$62.00,1,31,25,55,85,175,3,3,1,15/09/24,20/11/24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11797,t,12,12,0,0,0.98
13400,1.1971e+18,20200000000000.0,15/12/24,city scrape,69541709,2016-04-29,within an hour,100%,90%,t,23,t,t,Vila do Conde,41.36444,-8.7566,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Refrigerator"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Washer"", ""Free street parking"", ""Shared patio or balcony"", ""Microwave"", ""Clothing storage"", ""Hair dryer"", ""Dishes and silverware"", ""Fire extinguisher"", ""First aid kit"", ""Stove"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Hot water kettle"", ""Laundromat nearby"", ""Self check-in"", ""Wine glasses"", ""Long term stays allowed"", ""Bathtub"", ""Ariston oven"", ""Essentials"", ""Free parking on premises"", ""Baking sheet"", ""Lockbox"", ""TV"", ""Freezer"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Outdoor dining area"", ""Bed linens""]",$84.00,3,365,0,28,58,333,8,8,0,22/07/24,28/09/24,5.0,5.0,4.88,5.0,4.88,4.63,5.0,143381/AL,t,20,15,5,0,1.63
13600,1.21159e+18,20200000000000.0,15/12/24,city scrape,532336728,2023-08-17,within an hour,100%,100%,f,10,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14996,-8.6111,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,6.0,"[""Paid parking off premises"", ""Exterior security cameras on property"", ""Self check-in"", ""Elevator"", ""Essentials"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""Keypad"", ""Wifi"", ""Air conditioning""]",$13.00,1,15,29,47,47,47,10,10,0,07/08/24,10/11/24,4.7,4.7,4.8,5.0,4.9,4.7,4.5,Exempt,t,10,1,3,6,2.29
13800,1.23398e+18,20200000000000.0,15/12/24,city scrape,598903675,2024-08-29,within an hour,100%,100%,f,1,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14814,-8.6067,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Toaster"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Dishwasher"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Hot water kettle"", ""Iron"", ""Oven"", ""Kitchen"", ""Self check-in"", ""Wine glasses"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Air conditioning"", ""Freezer"", ""Bed linens""]",$73.00,1,1125,11,18,44,306,12,12,2,02/09/24,12/12/24,4.58,4.67,4.75,4.83,4.5,4.83,4.5,Exempt,t,1,1,0,0,3.43
14000,1.25939e+18,20200000000000.0,15/12/24,city scrape,264427546,2019-05-27,within a few hours,100%,100%,f,3,t,t,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14672,-8.60981,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,"[""Fire extinguisher"", ""First aid kit"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning""]",$60.00,2,365,25,50,76,340,0,0,0,,,,,,,,,,59428/AL,t,3,3,0,0,
14200,1.28858e+18,20200000000000.0,14/12/24,city scrape,17235322,2014-06-25,within an hour,100%,58%,f,3,t,t,Campanhã,41.15055964,-8.590403793,Entire home,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Dedicated workspace"", ""Cleaning products"", ""Microwave"", ""Body soap"", ""Hair dryer"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""AC - split type ductless system"", ""Clothing storage: closet"", ""Cooking basics"", ""Hot water kettle"", ""Kitchen"", ""Oven"", ""Drying rack for clothing"", ""Self check-in"", ""Long term stays allowed"", ""Coffee maker: espresso machine"", ""Lockbox"", ""TV"", ""Fast wifi \u2013 112 Mbps"", ""Freezer"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Bed linens""]",$134.00,1,365,20,50,80,355,0,0,0,,,,,,,,,,113972/AL,f,2,2,0,0,
14400,1.30777e+18,20200000000000.0,15/12/24,city scrape,666118512,2024-09-12,,,100%,f,1,t,t,Paranhos,41.16546396,-8.618415099,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Refrigerator"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Oven"", ""Kitchen"", ""Self check-in"", ""Heating"", ""Essentials"", ""Lockbox"", ""TV"", ""Bed linens""]",$75.00,1,1125,18,48,78,352,0,0,0,,,,,,,,,,55201/AL,t,1,1,0,0,
